#{"t_start": 1751999596.7623076, "env_id": "None"}
r,l,t
-35.2,28,211.200659
35.90106,24,211.32182
35.884758,23,211.436997
38.234375,20,211.540372
-34.86,25,211.676607
-44.36,28,211.826269
-32.94,52,212.087454
38.72766,27,212.231709
41.063333,26,212.376098
38.205224,23,212.469671
35.70318,28,212.614985
38.532374,20,212.723681
35.307692,31,212.88484
35.315985,28,213.033848
32.40597,26,213.215567
38.117647,25,213.354607
35.173611,32,213.54189
38.794979,23,213.671298
36.0,26,213.816322
36.0,28,213.98384
36.0,45,214.245006
35.9,26,214.390517
35.80212,38,214.608742
34.625818,50,214.888166
32.164502,44,215.120031
-35.65,57,215.431248
32.056769,34,215.611987
35.856667,29,215.768756
-35.42,42,215.99552
-32.46,30,216.18069
-35.26,75,216.562201
-35.22,23,216.693508
33.0,70,217.067546
44.353659,15,217.152476
-35.72,30,217.306838
38.284746,25,217.439638
38.844444,39,217.651163
-38.14,32,217.826477
35.762069,32,218.003018
