#{"t_start": 1751995681.3576336, "env_id": "None"}
r,l,t
35.310078,35,229.84346
41.979021,84,230.311942
44.05802,28,230.467419
36.0,35,230.658364
44.337449,29,230.818108
46.403607,23,230.950248
41.055147,27,231.09726
46.60181,21,231.210865
35.6,40,232.966273
38.242308,25,233.09317
44.214286,38,233.301131
39.0,23,233.433604
43.552918,30,233.589058
41.419122,36,233.780642
47.803774,33,233.963281
44.167599,26,234.107295
44.217984,24,234.22984
32.901887,47,234.461527
35.900641,36,234.650904
43.28052,26,234.791985
35.705882,43,235.017444
35.836,34,235.202387
36.0,37,235.40004
43.744682,20,235.51444
47.730245,30,235.672264
36.0,33,235.847461
35.534799,36,236.029972
41.560784,30,236.183565
47.227483,30,236.338695
36.0,37,236.53669
35.536443,103,237.106259
38.47352,33,237.281157
-32.07,30,237.430243
41.130814,26,237.572465
41.514815,30,237.734002
-32.61,41,237.942098
35.273723,34,238.125816
41.006623,25,238.252598
44.495283,26,238.394351
38.708333,23,238.52005
38.20339,25,238.664017
33.0,33,238.83297
39.0,32,239.005326
-32.43,87,239.482268
39.0,28,239.62696
42.0,23,239.743185
39.0,23,239.861519
35.278195,62,240.20765
41.353659,37,240.396561
38.092217,31,240.557301
38.327953,46,240.79102
38.767361,28,240.945506
39.0,40,241.160353
41.690763,31,241.324944
41.824219,25,241.455957
44.72431,35,241.641316
39.0,31,241.804684
41.518219,26,241.943954
35.806452,34,242.126204
45.0,22,242.240755
38.779468,31,242.392237
-32.92,107,242.99593
32.08365,33,243.169491
39.0,27,243.329258
44.6,29,243.483387
38.462725,24,243.612007
39.0,40,243.829977
44.152359,32,243.999467
42.0,31,244.168535
35.468504,29,244.318574
36.0,31,244.473531
37.835977,45,244.709587
-35.14,56,245.006035
33.0,36,245.199767
43.396379,26,245.326351
47.765182,19,245.429459
38.287273,58,245.73746
44.173333,31,245.90283
41.880795,36,246.093224
44.212544,35,246.278018
47.027975,23,246.402784
41.242424,34,246.573944
41.023697,39,246.786318
44.756863,23,246.917368
32.630508,35,247.107928
45.0,15,247.18515
35.683128,62,247.50879
44.098837,23,247.629334
38.323651,26,247.764845
38.785016,21,247.873035
45.0,33,248.054402
38.29368,34,248.240696
44.102679,35,248.436111
38.693878,29,248.581481
-32.33,46,248.825074
41.374558,28,248.981816
44.29108,30,249.141931
39.0,30,249.312766
38.661224,40,249.532436
41.291667,34,249.710483
-32.29,45,249.956726
42.0,20,250.064902
38.375465,27,250.202656
38.649518,30,250.362352
47.254601,33,250.535606
42.759605,55,250.825658
44.919255,27,250.968386
41.838806,24,251.097193
46.734699,39,251.299316
44.395522,20,251.407368
38.356223,29,251.564202
38.374194,24,251.687998
41.371429,25,251.822807
41.254682,26,251.957402
44.463182,52,252.238598
44.060837,36,252.439287
39.0,35,252.613046
41.073171,36,252.801903
38.333333,25,252.936199
45.0,34,253.125388
38.512195,28,253.282989
46.465394,42,253.507602
44.246944,48,253.764462
41.161572,24,253.890031
41.5,37,254.08748
41.058317,37,254.282281
