#{"t_start": 1751263735.6251817, "env_id": "None"}
r,l,t
-35.97,57,543.326811
35.369236,39,543.956486
40.027904,51,544.735365
37.557413,74,545.865778
33.0,49,546.639727
-32.71,41,547.294381
33.0,31,549.577935
37.975184,48,550.356532
-37.13,60,551.27236
-32.34,105,552.824892
35.224223,49,553.597767
35.94702,41,554.253794
37.552995,49,555.029417
38.448676,36,555.617774
-34.43,59,556.620751
41.834659,59,557.53147
40.629053,52,558.345003
34.980735,74,559.488857
-35.48,102,561.066679
-34.46,83,562.323806
-32.49,53,563.157061
37.601382,66,564.186623
37.651558,59,565.102078
41.17116,33,565.651097
-35.1,81,566.93116
38.294756,89,568.27303
34.949537,46,569.05114
36.573313,65,570.070949
35.239156,56,570.946553
32.323887,64,571.943616
35.444444,46,572.676992
-35.27,34,573.25142
38.722076,43,573.931268
-33.0,85,575.228407
-35.19,63,576.236807
-38.95,119,578.043839
43.946883,46,578.793646
32.608,65,579.785175
-36.98,53,580.621224
42.277203,44,581.317713
46.580628,30,581.843848
43.865578,34,582.399374
-33.0,68,583.444976
32.265027,88,584.790421
34.418714,39,585.416668
39.0,42,586.089896
38.034836,52,586.932044
37.212996,44,587.63949
-32.97,60,588.683655
-32.29,44,589.626156
-32.95,62,590.794282
39.878385,46,591.575245
38.027237,48,592.341223
35.625,46,593.120994
37.708155,40,593.77346
-37.25,89,595.223155
41.102677,34,595.801549
32.330798,42,596.500346
32.089219,50,597.284081
43.026195,52,598.143031
43.376005,49,598.927667
32.739623,54,599.786621
-38.13,58,600.708546
32.088353,69,601.764865
35.417689,75,602.902779
40.218075,59,603.844475
-34.76,62,604.814161
32.089655,63,605.795567
41.038801,28,606.285735
40.039326,44,607.012569
40.282939,49,607.776334
32.472727,45,608.530963
32.530864,54,609.376529
42.982472,29,609.869749
32.579767,70,610.931848
-34.57,93,612.364431
35.161642,63,613.332854
35.074195,53,614.19389
35.545324,100,615.665147
37.68318,64,616.763788
40.606295,58,617.662779
-32.23,42,618.348556
-40.19,57,619.271144
35.132574,73,620.384389
-32.33,82,621.698057
35.511332,58,622.592555
35.532468,42,623.274352
-34.74,43,623.960917
-39.14,38,624.59794
40.765455,33,625.139861
43.75333,36,625.732744
35.445804,60,626.681226
37.805236,36,627.318624
32.174468,49,628.161568
35.758096,54,629.005422
40.995576,62,630.222483
-32.18,52,631.22729
35.32651,61,632.188766
37.491301,49,633.000668
41.384707,57,633.966032
32.38835,59,634.884183
37.546871,58,635.816597
37.746499,103,637.408569
44.562106,35,638.02976
34.851954,60,638.975175
36.0,59,639.897646
32.490775,107,641.542768
32.31044,55,642.39397
40.818769,50,643.221682
37.809736,36,643.803712
35.05901,67,644.836589
-32.31,61,645.817845
-38.31,66,646.84712
-37.04,28,647.336092
-32.39,50,648.116914
41.001453,59,649.0834
35.776952,46,649.821481
36.0,55,650.680748
37.956349,50,651.488749
40.730394,86,652.796223
32.160326,38,653.405549
-32.17,37,654.047294
-33.0,55,654.902855
37.440974,65,655.926425
38.920163,36,656.554928
38.912773,37,657.175951
-34.72,42,657.86351
-32.97,78,659.053283
44.167086,26,659.534121
37.995933,39,660.168691
32.375862,94,661.603155
-32.21,67,662.670683
45.262861,47,663.443208
34.599351,64,664.530643
32.216867,42,665.258697
35.607018,37,665.868835
32.22093,64,666.97155
35.759036,37,667.59552
37.140752,44,668.302259
32.50134,41,668.973311
36.427825,72,670.069917
-34.72,60,671.01998
40.415896,27,671.481637
-35.34,74,672.624853
41.2535,45,673.374525
45.74483,33,673.919864
37.442666,43,674.628595
-34.84,64,675.614154
38.580128,42,676.321616
-35.0,69,677.429135
32.902985,48,678.198397
-32.94,68,679.278448
-35.36,36,679.875916
35.763689,56,680.759066
35.454018,51,681.602648
-37.37,49,682.387583
37.391084,61,683.334151
40.42471,39,683.9988
32.359375,47,684.790263
33.0,51,685.600978
37.619039,69,686.705127
38.739726,34,687.29405
40.91438,51,688.11864
35.361789,26,688.580617
37.403919,46,689.360127
38.174242,35,689.972791
32.428058,63,691.037095
39.77598,62,692.326907
-37.5,56,693.441281
-32.36,64,694.503952
38.33066,49,695.313656
38.073396,29,695.820721
41.604621,31,696.375206
33.0,41,697.044772
42.579833,37,697.718736
35.029915,51,698.526844
40.584032,30,699.041188
37.327139,37,699.67723
38.111934,116,701.44628
35.733888,38,702.065893
